"","id","name_prokka","name_eggnog","product_prokka","function_eggnog","kegg_ko"
"575","ACIGNDMM_00575",NA,"epsH","hypothetical protein","Evidence 4 Homologs of previously reported genes of",""
"576","ACIGNDMM_00576","gtaB_2","galU","UTP--glucose-1-phosphate uridylyltransferase","Nucleotidyl transferase","ko:K00963"
"577","ACIGNDMM_00577","kinE_1","prsK","Sporulation kinase E","Histidine kinase",""
"578","ACIGNDMM_00578","glfT1","","Galactofuranosyltransferase GlfT1","Glycosyl transferase, family 2",""
"579","ACIGNDMM_00579","kfoC","","Chondroitin synthase","Glycosyl transferase family 2",""
"580","ACIGNDMM_00580",NA,NA,"hypothetical protein",NA,NA
"581","ACIGNDMM_00581",NA,"","hypothetical protein","O-antigen ligase like membrane protein","ko:K18814"
"582","ACIGNDMM_00582","bshA","","N-acetyl-alpha-D-glucosaminyl L-malate synthase","Glycosyltransferase Family 4",""
"583","ACIGNDMM_00583","kanE","","Alpha-D-kanosaminyltransferase","Glycosyl transferase 4-like domain","ko:K00754"
"584","ACIGNDMM_00584","epsD","","Putative glycosyltransferase EpsD","transferase activity, transferring glycosyl groups","ko:K00786"
"585","ACIGNDMM_00585","icaA","sypQ","Poly-beta-1%2C6-N-acetyl-D-glucosamine synthase","Glycosyltransferase like family 2",""
"586","ACIGNDMM_00586","icaB_1","","Poly-beta-1%2C6-N-acetyl-D-glucosamine N-deacetylase","polysaccharide deacetylase",""
"587","ACIGNDMM_00587",NA,"","hypothetical protein","Type I phosphodiesterase / nucleotide pyrophosphatase",""
"588","ACIGNDMM_00588",NA,"","hypothetical protein","Evidence 3 Function proposed based on presence of conserved amino acid motif, structural feature or limited homology","ko:K01991,ko:K20988"
"589","ACIGNDMM_00589","wecA","tuaA","UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase","Bacterial sugar transferase",""
"590","ACIGNDMM_00590","ptk","","Tyrosine-protein kinase ptk","extracellular polysaccharide biosynthetic process","ko:K16554,ko:K16692"
"591","ACIGNDMM_00591",NA,"","hypothetical protein","PIN domain",""
"592","ACIGNDMM_00592",NA,"","hypothetical protein","positive regulation of growth",""
"593","ACIGNDMM_00593",NA,NA,"hypothetical protein",NA,NA
"594","ACIGNDMM_00594",NA,NA,"hypothetical protein",NA,NA
"595","ACIGNDMM_00595","sigE","sigX","ECF RNA polymerase sigma factor SigE","Belongs to the sigma-70 factor family. ECF subfamily","ko:K03088"
"596","ACIGNDMM_00596",NA,NA,"hypothetical protein",NA,NA
"597","ACIGNDMM_00597","merA_1","merA","Mercuric reductase","cell redox homeostasis","ko:K00520"
"598","ACIGNDMM_00598","zntR","merR","HTH-type transcriptional regulator ZntR","MerR, DNA binding","ko:K08365,ko:K19591"
"599","ACIGNDMM_00599","yfkC","mscS","putative MscS family protein YfkC","PFAM MscS Mechanosensitive ion channel",""
"600","ACIGNDMM_00600","ydaM","","putative diguanylate cyclase YdaM","diguanylate cyclase activity",""
"601","ACIGNDMM_00601",NA,NA,"hypothetical protein",NA,NA
"602","ACIGNDMM_00602","dpnM_1","dam","Modification methylase DpnIIA","COG0338 Site-specific DNA methylase","ko:K06223,ko:K07318"
"603","ACIGNDMM_00603","rfbD","glf","UDP-galactopyranose mutase","UDP-galactopyranose mutase activity","ko:K01854"
"604","ACIGNDMM_00604","wbgU_1","uge","UDP-N-acetylglucosamine 4-epimerase","epimerase dehydratase","ko:K08679"
"605","ACIGNDMM_00605",NA,"glnR3","hypothetical protein","Belongs to the peptidase S16 family","ko:K07452"
"606","ACIGNDMM_00606","glrR_2","","Transcriptional regulatory protein GlrR","response regulator receiver","ko:K02481"
"607","ACIGNDMM_00607","glmS_1","glmS","Glutamine--fructose-6-phosphate aminotransferase [isomerizing]","Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source","ko:K00820"
"608","ACIGNDMM_00608","wbpA","","UDP-N-acetyl-D-glucosamine 6-dehydrogenase","Belongs to the UDP-glucose GDP-mannose dehydrogenase family","ko:K02474,ko:K13015"
"609","ACIGNDMM_00609",NA,NA,"hypothetical protein",NA,NA
"610","ACIGNDMM_00610","wbgU_2","wbpP","UDP-N-acetylglucosamine 4-epimerase","Polysaccharide biosynthesis protein","ko:K01784,ko:K02473"
"611","ACIGNDMM_00611","vnfA","atoC","Nitrogen fixation protein VnfA","Domains REC, sigma54 interaction, HTH8","ko:K02481"
"612","ACIGNDMM_00612","amsI","","putative low molecular weight protein-tyrosine-phosphatase AmsI","Belongs to the low molecular weight phosphotyrosine protein phosphatase family","ko:K01104"
"613","ACIGNDMM_00613","gmr_1","pdeA","Cyclic di-GMP phosphodiesterase Gmr","Diguanylate cyclase phosphodiesterase with PAS PAC","ko:K13243,ko:K21023"
"614","ACIGNDMM_00614",NA,"","hypothetical protein","",""
"615","ACIGNDMM_00615",NA,NA,"tRNA-Glu(ttc)",NA,NA
"616","ACIGNDMM_00616","sucC_1","","Succinate--CoA ligase [GDP-forming] subunit beta","ATP citrate lyase citrate-binding","ko:K15231,ko:K15232"
"617","ACIGNDMM_00617","sucD_1","","Succinate--CoA ligase [ADP-forming] subunit alpha","Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit","ko:K01902,ko:K15230,ko:K15233"
"618","ACIGNDMM_00618",NA,NA,"hypothetical protein",NA,NA
"619","ACIGNDMM_00619","dmdA","acnA","2%2C3-dimethylmalate dehydratase large subunit","Aconitase C-terminal domain","ko:K01681"
"620","ACIGNDMM_00620","citA","gltA","Citrate synthase 1","Belongs to the citrate synthase family","ko:K01647,ko:K15234"
"621","ACIGNDMM_00621",NA,"pacB","hypothetical protein","Phosphate-starvation-inducible E",""
"622","ACIGNDMM_00622",NA,"","hypothetical protein","4Fe-4S ferredoxin iron-sulfur binding domain protein",""
"623","ACIGNDMM_00623","frdA","","Fumarate reductase flavoprotein subunit","FAD binding domain","ko:K00239,ko:K00244,ko:K00278"
"624","ACIGNDMM_00624","sucC_2","sucC","Succinate--CoA ligase [ADP-forming] subunit beta","Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit","ko:K01903"
"625","ACIGNDMM_00625","sucD_2","sucD","Succinate--CoA ligase [ADP-forming] subunit alpha","Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit","ko:K01902,ko:K02381"
"626","ACIGNDMM_00626",NA,"","Putative peroxiredoxin","AhpC/TSA family","ko:K03564"
"627","ACIGNDMM_00627",NA,NA,"hypothetical protein",NA,NA
"628","ACIGNDMM_00628",NA,NA,"hypothetical protein",NA,NA
"629","ACIGNDMM_00629","mraZ","mraZ","Transcriptional regulator MraZ","MraZ protein, putative antitoxin-like","ko:K03925"
"630","ACIGNDMM_00630","rsmH","rsmH","Ribosomal RNA small subunit methyltransferase H","Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA","ko:K03438"
"631","ACIGNDMM_00631",NA,NA,"hypothetical protein",NA,NA
"632","ACIGNDMM_00632","spoVD","ftsI","Stage V sporulation protein D","Penicillin-binding Protein dimerisation domain","ko:K03587,ko:K08384,ko:K08724,ko:K12552,ko:K12556"
"633","ACIGNDMM_00633","murE","murE","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase","acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan","ko:K01928,ko:K15792"
"634","ACIGNDMM_00634","murF","murF","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase","Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein","ko:K01929"
"635","ACIGNDMM_00635","mraY","mraY","Phospho-N-acetylmuramoyl-pentapeptide-transferase","First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan","ko:K01000"
"636","ACIGNDMM_00636","murD","murD","UDP-N-acetylmuramoylalanine--D-glutamate ligase","Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA)","ko:K01925"
"637","ACIGNDMM_00637","ftsW","ftsW","putative peptidoglycan glycosyltransferase FtsW","Cell cycle protein","ko:K02563,ko:K03588"
"638","ACIGNDMM_00638","murG","murG","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase","Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II)","ko:K02563"
"639","ACIGNDMM_00639","murC","murC","UDP-N-acetylmuramate--L-alanine ligase","Belongs to the MurCDEF family","ko:K01924"
"640","ACIGNDMM_00640","murB","murB","UDP-N-acetylenolpyruvoylglucosamine reductase","Cell wall formation","ko:K00075"
"641","ACIGNDMM_00641","ddl","ddl","D-alanine--D-alanine ligase","Cell wall formation","ko:K01921"
"642","ACIGNDMM_00642",NA,NA,"hypothetical protein",NA,NA
"643","ACIGNDMM_00643","ftsA","ftsA","Cell division protein FtsA","Cell division protein that is involved in the assembly of the Z ring. May serve as a membrane anchor for the Z ring","ko:K03590"
"644","ACIGNDMM_00644","ftsZ","ftsZ","Cell division protein FtsZ","Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity","ko:K03531"
"645","ACIGNDMM_00645","yfiH","yfiH","Laccase domain protein YfiH","Belongs to the multicopper oxidase YfiH RL5 family","ko:K05810"
"646","ACIGNDMM_00646",NA,"yggS","hypothetical protein","Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis","ko:K06997"
"647","ACIGNDMM_00647","proC","proC","Pyrroline-5-carboxylate reductase","Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline","ko:K00286"
"648","ACIGNDMM_00648",NA,"yggT","hypothetical protein","YGGT family","ko:K02221"
"649","ACIGNDMM_00649",NA,"divIVA","hypothetical protein","regulation of cell shape","ko:K04074,ko:K06997"
"650","ACIGNDMM_00650",NA,NA,"hypothetical protein",NA,NA
"651","ACIGNDMM_00651",NA,NA,"hypothetical protein",NA,NA
"652","ACIGNDMM_00652",NA,"","hypothetical protein","Transposase and inactivated derivatives","ko:K07488"
"653","ACIGNDMM_00653","shc","shc","Squalene--hopene cyclase","Squalene-hopene cyclase C-terminal domain","ko:K06045"
"654","ACIGNDMM_00654",NA,NA,"hypothetical protein",NA,NA
"655","ACIGNDMM_00655",NA,"","hypothetical protein","Surface antigen","ko:K07126,ko:K07277"
"656","ACIGNDMM_00656",NA,NA,"hypothetical protein",NA,NA
"657","ACIGNDMM_00657","gnu","dfrA","N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans%2Coctacis-undecaprenol 4-epimerase","NmrA-like family","ko:K00091"
"658","ACIGNDMM_00658","ispH1","ispH","4-hydroxy-3-methylbut-2-enyl diphosphate reductase 1","Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis","ko:K00945,ko:K02945,ko:K03527"
"659","ACIGNDMM_00659","fom3_1","hpnJ","2-hydroxyethylphosphonate methyltransferase","Elongator protein 3, MiaB family, Radical SAM",""
"660","ACIGNDMM_00660",NA,"hpnI","hypothetical protein","Glycosyl transferase family group 2","ko:K00720"
"661","ACIGNDMM_00661","arnE_1","","4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE","membrane","ko:K08978,ko:K12962"
"662","ACIGNDMM_00662",NA,"cruF","hypothetical protein","Carotenoid biosynthesis protein","ko:K22502"
"663","ACIGNDMM_00663","cbiX","cbiX","Sirohydrochlorin cobaltochelatase","CbiX","ko:K02006,ko:K03794,ko:K03795"
"664","ACIGNDMM_00664","hemE","hemE","Uroporphyrinogen decarboxylase","Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III","ko:K01599"
"665","ACIGNDMM_00665","hemN_1","hemN","Oxygen-independent coproporphyrinogen III oxidase","Elongator protein 3, MiaB family, Radical SAM","ko:K02495"
"666","ACIGNDMM_00666",NA,NA,"hypothetical protein",NA,NA
"667","ACIGNDMM_00667",NA,NA,"tRNA-Ala(ggc)",NA,NA
"668","ACIGNDMM_00668",NA,NA,"hypothetical protein",NA,NA
"669","ACIGNDMM_00669",NA,"","hypothetical protein","Terminase small subunit",""
"670","ACIGNDMM_00670",NA,NA,"hypothetical protein",NA,NA
"671","ACIGNDMM_00671",NA,NA,"hypothetical protein",NA,NA
"672","ACIGNDMM_00672",NA,NA,"hypothetical protein",NA,NA
"673","ACIGNDMM_00673",NA,NA,"hypothetical protein",NA,NA
"674","ACIGNDMM_00674",NA,NA,"hypothetical protein",NA,NA
"675","ACIGNDMM_00675",NA,NA,"hypothetical protein",NA,NA
"676","ACIGNDMM_00676",NA,"","hypothetical protein","AAA domain","ko:K02314"
"677","ACIGNDMM_00677","traC","yfjI","DNA primase TraC","Protein of unknown function (DUF3987)","ko:K06919"
"678","ACIGNDMM_00678",NA,NA,"hypothetical protein",NA,NA
"679","ACIGNDMM_00679",NA,NA,"hypothetical protein",NA,NA
"680","ACIGNDMM_00680","intS","","Prophage integrase IntS","Belongs to the 'phage' integrase family",""
"681","ACIGNDMM_00681","metK","metK","S-adenosylmethionine synthase","Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme","ko:K00789"
"682","ACIGNDMM_00682","ahcY","ahcY","Adenosylhomocysteinase","May play a key role in the regulation of the intracellular concentration of adenosylhomocysteine","ko:K01251"
"683","ACIGNDMM_00683",NA,"thiS","hypothetical protein","thiamine diphosphate biosynthetic process","ko:K03154"
"684","ACIGNDMM_00684","cysK","cysK","Cysteine synthase","Pyridoxal-phosphate dependent enzyme","ko:K01738"
"685","ACIGNDMM_00685","moeZ_2","moeB","putative adenylyltransferase/sulfurtransferase MoeZ","ThiF family","ko:K21029"
"686","ACIGNDMM_00686","thrC_1","thrC1","Threonine synthase","Pyridoxal-phosphate dependent enzyme","ko:K01733"
"687","ACIGNDMM_00687","cysO","","Sulfur carrier protein CysO","ThiS family","ko:K03636,ko:K21147"
"688","ACIGNDMM_00688",NA,"","hypothetical protein","NIL","ko:K02071"
"689","ACIGNDMM_00689","moeZ_3","moeB","putative adenylyltransferase/sulfurtransferase MoeZ","ThiF family","ko:K21029"
"690","ACIGNDMM_00690","mec","mec","CysO-cysteine peptidase","JAB/MPN domain","ko:K21140"
"691","ACIGNDMM_00691","phoP_1","","Alkaline phosphatase synthesis transcriptional regulatory protein PhoP","Transcriptional regulatory protein, C terminal",""
"692","ACIGNDMM_00692","phoR_1","phoR","Alkaline phosphatase synthesis sensor protein PhoR","His Kinase A (phosphoacceptor) domain","ko:K07636,ko:K07652"
"693","ACIGNDMM_00693","galE","galE","UDP-glucose 4-epimerase","UDP-glucose 4-epimerase","ko:K01784"
"694","ACIGNDMM_00694","nfo_1","nfo","putative endonuclease 4","AP endonuclease family 2","ko:K01151"
"695","ACIGNDMM_00695","nfo_2","nfo","Endonuclease 4","AP endonuclease family 2","ko:K01151"
"696","ACIGNDMM_00696","mlaE_1","","putative phospholipid ABC transporter permease protein MlaE","Permease MlaE","ko:K02066"
"697","ACIGNDMM_00697","mlaF_1","ttg2A","putative phospholipid import ATP-binding protein MlaF","ABC transporter","ko:K02065"
"698","ACIGNDMM_00698",NA,"ttg2C","hypothetical protein","MlaD protein","ko:K02067"
"699","ACIGNDMM_00699","cpdA_1","","3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA","Calcineurin-like phosphoesterase","ko:K07098"
"700","ACIGNDMM_00700",NA,NA,"hypothetical protein",NA,NA
"701","ACIGNDMM_00701",NA,"","putative signaling protein","Diguanylate cyclase",""
"702","ACIGNDMM_00702","pdxA2","pdxA","4-hydroxythreonine-4-phosphate dehydrogenase 2","Pyridoxal phosphate biosynthetic protein PdxA","ko:K00097,ko:K22024"
"703","ACIGNDMM_00703","fieF","fieF","Ferrous-iron efflux pump FieF","Dimerisation domain of Zinc Transporter",""
"704","ACIGNDMM_00704","uvrA","uvrA","UvrABC system protein A","The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate","ko:K03701"
"705","ACIGNDMM_00705","lolA","lolA","Outer-membrane lipoprotein carrier protein","Participates in the translocation of lipoproteins from the inner membrane to the outer membrane. Only forms a complex with a lipoprotein if the residue after the N-terminal Cys is not an aspartate (The Asp acts as a targeting signal to indicate that the lipoprotein should stay in the inner membrane)","ko:K03634,ko:K14166"
"706","ACIGNDMM_00706","ftsK","ftsK","DNA translocase FtsK","Ftsk_gamma","ko:K03466"
"707","ACIGNDMM_00707","rnj1","rnj","Ribonuclease J 1","An RNase that has 5'-3' exonuclease and possibly endonuclease activity. Involved in maturation of rRNA and in some organisms also mRNA maturation and or decay","ko:K12574"
